Brand/Title,Platform,Date ,Campaign,Optimization,Change(s),Optimization Score ,Results/Next step,Date Change(s) was made,Optimization made by,,,,,,,,
GDT,Social,11-01-2022,PWX_GDT_Control_Circ_Retargeting,Ad set paused,We have paused the PWX_GDT_Retargeting_Newsletter List ad set since we didn't get any conversions,,,11-01-2022,Lakshmish,,,,"• We have added the PWX_GDT_Retargeting_NL/IP Lists ad set with the Audience: HubSpot - GDT - NL/IP (Custom Audiences - Retargeting
• New ad set added PWX_GDT_LAL_NL/IP Lists with the Audience: Lookalike (US, 1%) - HubSpot - ADMIN - GDT - NL/IP (Custom Audiences) - Outbound
• We have added the Nov/Dec control creatives and activated the V1 and V4 for Retargeting and Outbound campaigns
• We have paused the PWX_GDT_Retargeting_Newsletter List ad set since we didn't get any conversions
• ""We have added the new DIgital and Physical creatives to the campaign.
V8 and V1""
• We have paused the PWX_GDT_Physical_Video ad in the PWX_GDT_LAL_Website Visitors_Physical ad set.",,,,
GDT,Social,11-01-2022,PWX_GDT_Control_Circ_Premium Test_Sept22,Ad paused,"In PWX_GDT_Competitors_Physical ad set we have paused PWX_GDT_Physical_Video creative because the spent is $80.28 and has 0 conversions from last 3 days.
",,,11-01-2022,Lakshmish,,,,"
Agenda for the following month:
",,,,
GDT,Social,11-02-2022,CIRC | PWX GDT - DM - Conversion - Aug 22,Ad paused,"In Direct Mail Lookalike ad set, paused GDT_DM_V5",,,11-02-2022,Ashley,,,,,,,,
GDT,Social,11-02-2022,PWX_GDT_Control_Circ_Outbound,Reduced budget,PWX_GDT_Interests_Flower reduced budget to $50/day,,,11-02-2022,Ashley,,,,,,,,
GDT,Social,11-02-2022,PWX_GDT_Control_Circ_Premium Test_Sept22,Changes made,We have paused the PWX_GDT_Competitors_Physical and launched the PWX_GDT_LAL_Website Visitors_Physical with a budget of $25/day for both active campaigns,,,11-02-2022,Lakshmish,,,,,,,,
GDT,Social,11-03-2022,PWX_GDT_Control_Circ_Outbound,Changes made,In PWX_GDT_Stacked_IP List_IP List LAL_Evergreen ad set we have paused PWX_GDT_Control_Evergreen_Video_V2 because of the high CPA of $142.77 and duplicated the same creative because of the top performing creative in this ad set.,,,11-03-2022,Lakshmish,,SEM (December 2022),,Social (December 2022),,,,
GDT,Social,11-04-2022,CIRC | PWX GDT - DM - Conversion - Aug 22,,,,"Will try duplicating the GDT_DM_V2
creative which is performing well for us by looking into the next days report if required based on the performance.",11-04-2022,Lakshmish,,"Summary

Overall Insights: 
• We have a CPA of $2.53 and we are below our target CPA and it is decreased by 21.70% as compared to last month. 
• By analyzing the data from the previous month CTR has outperformed by a margin of 45.24% this month.
• Tallying the data from last the no of clicks have outperformed by 84.33% this month 
• Looking from the last months data conversion rate has increased by 35.63% 
• Regular Bid Adjustments and optimizations were executed based on the performance on the live campaigns.
• Few of the Google recommendations have been dismissed due to their irrelevancy or were not useful. The current optimization score is 99%


Agenda for the following month:


• Progressing and researching on a regular basis for more relevant keywords and search terms which can be added to the live campaign.
• Continuously working  on our regular daily checks at the various levels of the campaign (Audience, Demographics, Keywords. etc)
• Monitoring regularly to keep sight on any the performance irregularity and check for any errors or if any ads dismissal takes place and take rapid action on same.
",,"Summary

Optimizations in the Current Month for respected campaigns.

• We have added the Nov/Dec control creatives and activated the V1 and V4 for both Retargeting and Outbound campaigns.

PWX_GDT_Control_Circ_Retargeting:

• Need to be paused the PWX_GDT_Retargeting_Website Visitors Retargeting_Evergreen_Copy ad set and activated the PWX_GDT_Retargeting_NL/IP Lists ad set only with the new creatives Image - Nov-Dec V1 - Control and Image - Nov-Dec V4 - Control and pause the old ads which are not performing for us in both the active ad sets.
• Paused the active ads and launched the Image - Nov-Dec V3 - Control and Image - Nov-Dec V2 - Control creatives in the active ad sets.
• We have paused the campaign due to high CPA.
PWX_GDT_Control_Circ_Premium Test_Sept22:
• Activated the PWX_GDT_Interests_Gardening Only_Digital and PWX_GDT_Interests_Gardening Only_Physical ad sets and paused the PWX_GDT_LAL_Website Visitors_Physical because of the high CPA of $87.25 from last 7 days.
• Also we have paused a campaign due to high CPA and lack of conversions.
• Changed the placements to Manual with the Facebook feeds, Instagram feed, Facebook stories, Instagram stories, and Facebook and Instagram Reels as mentioned.",,,,
GDT,Social,11-07-2022,PWX_GDT_Control_Circ_Premium Test_Sept22,Ad paused,In PWX_GDT_LAL_Website Visitors_Digital ad set we have paused PWX_GDT_Digital_Video creative because of the high CPA of $135.06 from last 7 days.,,,11-07-2022,Lakshmish,,,,,,,,
GDT,Social,11-09-2022,CIRC | PWX GDT - DM - Conversion - Aug 22,Campaign paused,,,,11-09-2022,Lakshmish,,,,,,,,
GDT,Social,11-10-2022,PWX_GDT_Control_Circ_Premium Test_Sept22,Creatives add,"We have added the new DIgital and Physical creatives to the campaign.
V8 and V1",,,11-10-2022,Lakshmish,,,,,,,,
GDT,Social,11-11-2022,PWX_GDT_Control_Circ_Retargeting,Changes made,"In PWX_GDT_Retargeting_Order Page Abandoners_Evergreen ad set we have paused PWX_GDT_Control_Evergreen_Video_V2_Copy because of the high CPA and relaunched the PWX_GDT_Control_Evergreen_Video_V2 because it used to perform earlier with budget of $25/day.
",,,11-11-2022,Lakshmish,,,,,,,,
GDT,Social,11-11-2022,PWX_GDT_Control_Circ_Retargeting,Changes made,"We have relaunched the PWX_GDT_Retargeting_Website Visitors Retargeting_Evergreen_Copy ad set with the PWX_GDT_Control_Evergreen_Video_V2 creative again for the testing purpose with the budget of $20/day.

",,,11-11-2022,Lakshmish,,,,,,,,
GDT,Social,11-11-2022,PWX_GDT_Control_Circ_Premium Test_Sept22,Creatives add,We have paused the PWX_GDT_Physical_Video ad in the PWX_GDT_LAL_Website Visitors_Physical ad set,,,11-11-2022,Lakshmish,,,,,,,,
GDT,Social,11-14-2022,PWX_GDT_Control_Circ_Outbound,Suggestion,,,"In PWX_GDT_Interests_Flower
ad set we can duplicate the PWX_GDT_Control_Evergreen_Video_V2
creative.",11-14-2022,Lakshmish,,,,,,,,
GDT,Social,11-14-2022,PWX_GDT_Control_Circ_Premium Test_Sept22,Changes made,"In PWX_GDT_LAL_Website Visitors_Digital
ad set we have paused PWX_GDT_ Digital_V9
because of the high CPA of $77.45 in last 7 days and in PWX_GDT_LAL_Website Visitors_Physical
ad set have paused the PWX_GDT_ Physical_V9 creative because we didn't get any conversions.
",,"We can try by activating the PWX_GDT_Interests_Gardening Only_Digital
and PWX_GDT_Interests_Gardening Only_Physical ad sets.",11-14-2022,Lakshmish,,,,,,,,
GDT,Social,11-15-2022,PWX_GDT_Control_Circ_Outbound,Changes made,In PWX_GDT_Interests_Flower ad set we have duplicated the PWX_GDT_Control_Evergreen_Video_V2 creative and paused PWX_GDT_Stacked_IP List_IP List LAL_Evergreen ad set.,,,11-15-2022,Lakshmish,,,,,,,,
GDT,Social,11-17-2022,PWX_GDT_Control_Circ_Retargeting,Changes made,"- We have added the PWX_GDT_Retargeting_NL/IP Lists ad set with the Audience: HubSpot - GDT - NL/IP (Custom Audiences) and are currently active with the below creatives.
PWX_GDT_Control_Evergreen_V8
PWX_GDT_Control_Evergreen_V12
PWX_GDT_Control_Evergreen_Video_V2

- And, also we have changed the name to PWX_GDT_Retargeting_Newsletter List_Copy_DNU and PWX_GDT_Retargeting_Newsletter List_DNU for the creative.

",,,11-17-2022,Lakshmish,,,,,,,,
GDT,Social,11-17-2022,PWX_GDT_Control_Circ_Outbound,Changes made,"- We have added the new ad set PWX_GDT_LAL_NL/IP Lists with the Audience: Lookalike (US, 1%) - HubSpot - ADMIN - GDT - NL/IP (Custom Audiences) and active with the below creatives.
PWX_GDT_Control_Evergreen_V8
PWX_GDT_Control_Evergreen_V13
PWX_GDT_Control_Evergreen_Video_V2 – Copy
PWX_GDT_Control_Evergreen_V1
PWX_GDT_Control_Evergreen_V9
PWX_GDT_Control_Evergreen_V4

- And, also changed the creative name to PWX_GDT_Stacked_IP List_IP List LAL_Evergreen_DNU",,,11-17-2022,Lakshmish,,,,,,,,
GDT,Social,11-18-2022,PWX_GDT_Control_Circ_Premium Test_Sept22,Changes made,"In PWX_GDT_LAL_Website Visitors_Physical ad set we have paused the PWX_GDT_Physical_V1
creative because the spent is $56.09 and has 0 conversions from last 7 days.",,,11-18-2022,Lakshmish,,,,,,,,
GDT,SEM,11-18-2022,Circ_Garden Gate - Feb 22,Changes made, Bid increased from $0.30 to $0.50 fort keyword [garden gate magazine subscription] as it is giving conversions under TCPA,,,11-18-2022,Aniket,,,,,,,,
GDT,Social,11-22-2022,PWX_GDT_Control_Circ_Retargeting,Ad set paused,"We have paused the PWX_GDT_Retargeting_Website Visitors   Retargeting_Evergreen_Copy ad set because of the high CPA of $140.80 from last 
7 days",,,11-22-2022,Lakshmish,,,,,,,,
GDT,Social,11-28-2022,PWX_GDT_Control_Circ_Retargeting,Changes made,"In PWX_GDT_Retargeting_NL/IP Lists ad set we have duplicated the PWX_GDT_Control_Evergreen_Video_V2 creative because it used to perform and paused the original one and in Order Page Abandoners_Evergreen ad set we have paused the PWX_GDT_Control_Evergreen_Video_V2 and relaunched the PWX_GDT_Control_Evergreen_Video_V2_Copy creative.

",,,11-28-2022,Lakshmish,,,,,,,,
GDT,Social,11-28-2022,PWX_GDT_Control_Circ_Outbound,Changes made,"In PWX_GDT_LAL_NL/IP Lists ad set we have paused the PWX_GDT_Control_Evergreen_Video_V2 – Copy and activated the original creative and in PWX_GDT_Interests_Flower ad set we have paused the PWX_GDT_Control_Evergreen_Video_V2 – Copy and relaunched the PWX_GDT_Control_Evergreen_Video_V2 because of the top performing creative.
 ",,,11-28-2022,Lakshmish,,,,,,,,
GDT,Social,11-28-2022,PWX_GDT_Control_Circ_Premium Test_Sept22,Changes made,"We have paused PWX_GDT_LAL_Website Visitors_Digital
ad set because of the high CPA of $173.87 from last 7 days.",,"We can try by activating the PWX_GDT_Interests_Gardening Only_Digital
and PWX_GDT_Interests_Gardening Only_Physical ad sets.",11-28-2022,Lakshmish,,,,,,,,
GDT,Social,11-30-2022,PWX_GDT_Control_Circ_Retargeting,Changes made,We have paused PWX_GDT_Retargeting_NL/IP Lists ad set because of the high CPA of $174.83 from last 7 days and relaunched PWX_GDT_Retargeting_Website Visitors Retargeting_Evergreen_Copy ad set.,,,11-30-2022,Lakshmish,,,,,,,,
GDT,Social,12-01-2022,PWX_GDT_Control_Circ_Retargeting,Added new creatives,We have added the Nov/Dec control creatives and activated the V1 and V4,,,12-01-2022,Lakshmish,,,,,,,,
GDT,Social,12-01-2022,PWX_GDT_Control_Circ_Outbound,Added new creatives,We have added the Nov/Dec control creatives and activated the V1 and V4,,,12-01-2022,Lakshmish,,,,,,,,
GDT,Social,12-02-2022,PWX_GDT_Control_Circ_Retargeting,Ad paused,"In both PWX_GDT_Retargeting_Website Visitors Retargeting_Evergreen_Copy and PWX_GDT_Retargeting_Order Page Abandoners_Evergreen ad sets we have paused the PWX_GDT_Control_Evergreen_Video_V2
creative since it is not performing well from last 7 days.",,,12-02-2022,Lakshmish,,,,,,,,
GDT,Social,12-02-2022,PWX_GDT_Control_Circ_Premium Test_Sept22,Changes made,"We have activated the PWX_GDT_Interests_Gardening Only_Digital and PWX_GDT_Interests_Gardening Only_Physical ad sets and paused the PWX_GDT_LAL_Website Visitors_Physical because of the high CPA of $87.25 from last 7 days.

",,,12-02-2022,Lakshmish,,,,,,,,
GDT,Social,12-02-2022,PWX_GDT_Control_Circ_Outbound,Changes made,"We have paused the PWX_GDT_LAL_NL/IP Lists ad set.
PWX_GDT_Competitors_Evergreen_Copy: $50/day
PWX_GDT_Interests_Flower: $40/day
PWX_GDT_Interests_Evergreen: $50/day
PWX_GDT_Stacked_Social Engagement_Social Engagement LAL_Evergreen: $40/day
",,,12-02-2022,Lakshmish,,,,,,,,
GDT,Social,12-05-2022,PWX_GDT_Control_Circ_Retargeting,Changes made,We have paused the PWX_GDT_Retargeting_Website Visitors Retargeting_Evergreen_Copy ad set and activated the PWX_GDT_Retargeting_NL/IP Lists ad set only with the new creatives Image - Nov-Dec V1 - Control and Image - Nov-Dec V4 - Control and pause the old ads which are not performing for us in both the active ad sets.,,"Along with the active ad sets we can activate the PWX_GDT_Retargeting_NL/IP Lists
ad set with the new creatives and pause the old ads because it is not performing for now.",12-05-2022,Lakshmish,,,,,,,,
GDT,Social,12-06-2022,PWX_GDT_Control_Circ_Premium Test_Sept22,Campaign paused,,,,12-06-2022,Lakshmish,,,,,,,,
GDT,Social,12-07-2022,PWX - GDT - Gift - Circ,Changes made,"We have changed the placements to Manual with the Facebook feeds, Instagram feed, Facebook stories, Instagram stories, and Facebook and Instagram Reels as mentioned.
",,,12-07-2022,Lakshmish,,,,,,,,
GDT,Social,12-08-2022,PWX_GDT_Control_Circ_Retargeting,Ad paused,"In PWX_GDT_Retargeting_Order Page Abandoners_Evergreen
ad set we have paused Image - Nov-Dec V1 - Control creative because of the high CPA of $84.12.
",,,12-08-2022,Lakshmish,,,,,,,,
GDT,Social,12-12-2022,PWX_GDT_Control_Circ_Retargeting,Changes made,We have paused the active ads and launched the Image - Nov-Dec V3 - Control and Image - Nov-Dec V2 - Control creatives in the active ad sets,,"We will pause the active creatives in both the active ad sets because those are not performing for us and will try by activating the new creatives Image - Nov-Dec V3 - Control and Image - Nov-Dec V2 - Control
",12-12-2022,Lakshmish,,,,,,,,
GDT,Social,12-13-2022,PWX_GDT_Control_Circ_Outbound,Changes made,In PWX_GDT_Competitors_Evergreen_Copy ad set we have duplicated the PWX_GDT_Control_Evergreen_Video_V2 creative and paused the original one because of the high CPA of $144.36 from last 3 days and it used to perform well earlier.,,,12-13-2022,Lakshmish,,,,,,,,
GDT,Social,12-13-2022,PWX_GDT_Control_Circ_Retargeting,Campaign paused,We have paused the campaign due to high CPA,,,12-13-2022,Lakshmish,,,,,,,,
GDT,Social,01-03-2023,PWX - GDT - Gift - Circ,Changes made,"In PWX - GDT - Active Subscribers ad set we have duplicated the Image - Stock 1 - Gift creative renamed with Image - Stock 1 - Gift – Copy
 because it used to perform for us and paused the original creative because of the high CPA.
",,,01-03-2023,Lakshmish,,,,,,,,
GDT,Social,01-05-2023,PWX - GDT - Gift - Circ,Changes made,"We have duplicated the PWX - GDT - Active Subscribers
ad set with performed creatives because it used to perform well earlier.",,,01-05-2023,Lakshmish,,Social (Jan 2023),,SEM (Jan 2023),,,,
GDT,Social,01-11-2023,PWX_GDT_Control_Circ_Outbound,Creatives add,We have added the new Jan/Feb creatives to the campaign and paused the Nov-Dec creatives.,,,01-11-2023,Lakshmish,,"Summary

Optimizations in the Current Month for respected campaigns.

• We have paused the PWX - GDT - Gift - Circ campaign.
• And also added the new Jan/Feb creatives to the campaign and paused the Nov-Dec creatives for both PWX_GDT_Control_Circ_Outbound and PWX_GDT_Control_Circ_Retargeting.


Agenda for the following month:

• Making regular changes and optimizations to the campaign. 
• Try to increase the number of conversions.",,"Summary

Overall Insights:

• We have a CPA of 2.79 and we are below our target CPA and it is decreased by 11.12 as compared to last month. 
• By analyzing the data from the previous month CPC has outperformed by a dip of 7.19% this month.
• We have been making regular Bid Adjustments and optimizations are executed based on the performance on the live campaigns.
• Bid adjustments have been made in the Age group, Household Income, Device and Gender level
• Few of the Google recommendations have been dismissed due to their irrelevancy or were not useful. The current optimization score is 99%

Agenda for the following month:

• We will continue searching more relevant keywords and search terms which can be added to the campaign.
• We will keep a pace up with our regular daily checks at the various levels (Audience, Demographics, Keywords. etc)
• Monitor reguarly to keep sight on any the performance irregularity and check for any errors or ads disapproved",,,,
GDT,Social,01-11-2023,PWX_GDT_Control_Circ_Retargeting,Creatives add,We have added the new Jan/Feb creatives to the campaign and paused the Nov-Dec creatives.,,,01-11-2023,Lakshmish,,,,,,,,
GDT,Social,01-11-2023,PWX_GDT_Control_Circ_Retargeting,Campaign relaunched,,,,01-11-2023,Lakshmish,,,,,,,,
GDT,Social,01-12-2023,PWX - GDT - Gift - Circ,Campaign paused,,,,01-12-2023,Lakshmish,,,,,,,,
GDT,Social,01-30-2023,PWX_GDT_Control_Circ_Outbound,Increased budget,Increased the budget for all 4 ad sets to $75,,,01-30-2023,Lakshmish,,,,,,,,
GDT,Social,01-30-2023,PWX_GDT_Control_Circ_Retargeting,Changes made,We have increased the budget for the two live ad sets to $30/day and also launched PWX_GDT_Retargeting_NL/IP Lists at $20/day with Jan - Feb creatives.,,,01-30-2023,Lakshmish,,,,,,,,
GDT,Social,02-02-2023,PWX_GDT_Control_Circ_Outbound,Increased budget,"Increased the budgets on all 4 live ad sets to $100/day. 
",,,02-02-2023,Lakshmish,,,,,,,,
GDT,Social,02-02-2023,PWX_GDT_Control_Circ_Retargeting,Changes made,"Paused PWX_GDT_Retargeting_NL/IP Lists and increased the budget on the other two ad sets to $60/day each.

",,,02-02-2023,Lakshmish,,,,,,,,
